1	4.35919111447951877e+02
2	1.30771964622473979e+03
3	2.17944460465689644e+03
4	3.05109150818542776e+03
5	3.92263925809780221e+03
6	4.79395084085483086e+03
7	5.66431569161943298e+03
8	6.53063323873129684e+03
9	7.38045099973203105e+03
10	8.15412643112116893e+03
