7.500000e-01	--	--	1.20890655243696372e+01	2.54142174676679140e+01
1.000000e+00	--	--	6.15361113149558570e+00	2.46137786214672083e+01
1.500000e+00	-3.554087555084e+01	--	-3.54474058175342535e+01	2.05482565626705593e+01
2.000000e+00	-1.421635022034e+02	--	-1.42177013954276504e+02	8.12449830709558007e+00
5.000000e+00	-2.274616035254e+03	-1.279471519830e+03	-2.27492265707156503e+03	-1.28050809156141736e+03
1.000000e+01	-1.151524367847e+04	-9.098464141016e+03	-1.15169240441635411e+04	-9.10564110801810602e+03
