1.500000000000e+02 3.072496253680e+01 3.047848909626e+01 3.044227106372e+01
1.600000000000e+02 2.988990796240e+01 2.960038179848e+01 2.956347451958e+01
1.700000000000e+02 2.883135767508e+01 2.847869645241e+01 2.844298433228e+01
1.800000000000e+02 2.745236891891e+01 2.700706057949e+01 2.697518282996e+01
1.900000000000e+02 2.561946463835e+01 2.504422037611e+01 2.501955159255e+01
2.000000000000e+02 2.322241700631e+01 2.249313467509e+01 2.248040402418e+01
2.100000000000e+02 2.050566195575e+01 1.969646024144e+01 1.969251479463e+01
2.200000000000e+02 1.831989026414e+01 1.756303521618e+01 1.755213398522e+01
2.300000000000e+02 1.749635161004e+01 1.678536358403e+01 1.676750553160e+01
