0.000000000000e+00	1.401193949740e+01
2.752722091858e+06	1.401624816879e+01
5.505444183716e+06	1.402917418298e+01
8.258166275574e+06	1.405071753996e+01
1.101088836743e+07	1.408087823973e+01
1.376361045929e+07	1.411965628229e+01
1.651633255115e+07	1.416705166764e+01
1.926905464301e+07	1.422306439578e+01
2.202177673486e+07	1.428769446671e+01
2.477449882672e+07	1.436094188043e+01
2.752722091858e+07	1.444280663694e+01
3.027994301044e+07	1.453328873625e+01
3.303266510230e+07	1.463238817834e+01
3.578538719415e+07	1.474010496323e+01
3.853810928601e+07	1.485643909091e+01
4.129083137787e+07	1.498139056138e+01
4.404355346973e+07	1.511495937463e+01
4.679627556159e+07	1.525714553068e+01
4.954899765344e+07	1.540794902953e+01
5.230171974530e+07	1.556736987116e+01
5.505444183716e+07	1.573540805558e+01
5.780716392902e+07	1.591206358279e+01
6.055988602087e+07	1.609733645280e+01
6.331260811273e+07	1.629122666559e+01
6.606533020459e+07	1.649373422118e+01
6.881805229645e+07	1.670485911956e+01
7.157077438831e+07	1.692460136072e+01
7.432349648016e+07	1.715296094468e+01
7.707621857202e+07	1.738993787143e+01
7.982894066388e+07	1.763553214097e+01
8.258166275574e+07	1.788974375330e+01
8.533438484760e+07	1.815257270843e+01
8.808710693945e+07	1.842401900634e+01
9.083982903131e+07	1.870408264704e+01
9.359255112317e+07	1.899276363054e+01
9.634527321503e+07	1.929006195683e+01
9.909799530689e+07	1.959597762590e+01
1.018507173987e+08	1.991051063777e+01
1.046034394906e+08	2.023366099243e+01
1.073561615825e+08	2.056542868988e+01
1.101088836743e+08	2.090581373012e+01
1.128616057662e+08	2.125481611315e+01
1.156143278580e+08	2.161243583897e+01
1.183670499499e+08	2.197867290759e+01
1.211197720417e+08	2.235352731899e+01
1.238724941336e+08	2.273699907319e+01
1.266252162255e+08	2.312908817017e+01
1.293779383173e+08	2.352979460995e+01
1.321306604092e+08	2.393911839252e+01
1.348833825010e+08	2.435705951788e+01
1.376361045929e+08	2.478361798603e+01
1.403888266848e+08	2.521879379697e+01
1.431415487766e+08	2.566258695070e+01
1.458942708685e+08	2.611499744722e+01
1.486469929603e+08	2.657602528653e+01
1.513997150522e+08	2.704567046864e+01
1.541524371440e+08	2.752393299353e+01
1.569051592359e+08	2.801081286122e+01
1.596578813278e+08	2.850631007169e+01
1.624106034196e+08	2.901042462496e+01
1.651633255115e+08	2.952315652102e+01
1.679160476033e+08	3.004450575987e+01
1.706687696952e+08	3.057447234151e+01
1.734214917871e+08	3.111305626594e+01
1.761742138789e+08	3.166025753316e+01
1.789269359708e+08	3.221607614318e+01
1.816796580626e+08	3.278051209598e+01
1.844323801545e+08	3.335356539158e+01
1.871851022463e+08	3.393523602996e+01
1.899378243382e+08	3.452552401114e+01
1.926905464301e+08	3.512442933511e+01
1.954432685219e+08	3.573195200186e+01
1.981959906138e+08	3.634809201141e+01
2.009487127056e+08	3.697284936375e+01
2.037014347975e+08	3.760622405889e+01
2.064541568893e+08	3.824821609681e+01
2.092068789812e+08	3.889882547752e+01
2.119596010731e+08	3.955805220102e+01
2.147123231649e+08	4.022589626732e+01
2.174650452568e+08	4.090235767640e+01
2.202177673486e+08	4.158743642828e+01
2.229704894405e+08	4.228113252295e+01
2.257232115324e+08	4.298344596041e+01
2.284759336242e+08	4.369437674066e+01
2.312286557161e+08	4.441392486370e+01
2.339813778079e+08	4.514209032953e+01
2.367340998998e+08	4.587887313815e+01
2.394868219916e+08	4.662427328956e+01
2.422395440835e+08	4.737829078377e+01
2.449922661754e+08	4.814092562076e+01
2.477449882672e+08	4.891217780055e+01
2.504977103591e+08	4.969204732312e+01
2.532504324509e+08	5.048053418849e+01
2.560031545428e+08	5.127763839665e+01
2.587558766346e+08	5.208335994760e+01
2.615085987265e+08	5.289769884134e+01
2.642613208184e+08	5.372065507787e+01
2.670140429102e+08	5.455222865719e+01
2.697667650021e+08	5.539241957930e+01
2.725194870939e+08	5.624122784421e+01
